student_id,gender,age,study_hours,attendance_rate,previous_scores,parental_education,school_type,extracurricular,final_math_score
1946,Male,18,8.1,84.0,72.8,Bachelor’s,Public,4,92.1
1947,Male,18,8.1,52.9,54.3,High School,Private,1,69.7
1948,Female,18,2.1,96.5,80.7,Bachelor’s,Private,3,82.9
1949,Female,16,14.2,61.1,69.5,Master’s,Public,3,93.6
1950,Male,15,16.9,100.0,86.3,Bachelor’s,Public,4,100.0
1951,Male,17,4.6,58.6,96.9,Master’s,Private,1,89.5
1952,Female,17,4.9,88.6,46.9,High School,Public,2,66.5
1953,Male,18,16.2,61.2,60.1,Master’s,Public,1,90.9
1954,Female,17,13.1,54.0,59.2,Master’s,Public,0,74.9
1955,Male,18,2.8,93.7,49.1,Master’s,Private,4,69.9
1956,Male,16,13.2,92.9,88.6,Bachelor’s,Private,2,100.0
1957,Female,16,7.6,70.2,85.6,Master’s,Public,1,89.8
1958,Male,15,8.6,85.1,69.1,Bachelor’s,Public,1,95.0
1959,Female,16,15.9,77.9,72.3,Bachelor’s,Private,2,98.4
1960,Male,16,16.6,92.6,43.6,Bachelor’s,Public,0,100.0
1961,Male,15,9.2,65.8,73.3,High School,Public,0,79.3
1962,Male,17,19.0,76.2,87.5,High School,Public,1,100.0
1963,Female,18,9.3,74.3,74.4,High School,Public,3,85.3
1964,Male,18,15.9,67.7,55.9,Bachelor’s,Private,2,84.5
1965,Male,17,10.7,94.6,80.1,High School,Public,0,99.2
1966,Male,15,18.2,58.3,61.7,Master’s,Public,0,98.3
1967,Male,17,18.3,57.5,72.7,Bachelor’s,Public,0,100.0
1968,Female,16,3.6,78.8,69.3,High School,Private,4,80.1
1969,Female,15,18.9,82.9,62.9,Bachelor’s,Private,3,100.0
1970,Male,15,16.9,59.7,83.1,High School,Private,0,100.0
1971,Female,15,16.2,69.5,93.0,Master’s,Public,3,100.0
1972,Male,18,5.6,97.3,40.3,Bachelor’s,Public,1,72.5
1973,Male,17,16.5,62.3,96.0,High School,Public,1,100.0
1974,Male,15,17.3,83.4,70.7,High School,Private,4,100.0
1975,Female,15,7.2,87.0,82.0,Master’s,Private,3,97.0
1976,Female,15,19.1,72.4,91.3,Master’s,Public,2,100.0
1977,Female,17,2.9,96.9,68.0,High School,Public,4,72.6
1978,Female,18,4.7,86.8,90.1,High School,Private,0,85.0
1979,Female,16,11.7,72.9,50.7,Bachelor’s,Public,1,76.1
1980,Female,18,12.4,78.5,49.6,Bachelor’s,Public,1,81.7
1981,Female,15,13.6,84.6,79.4,High School,Public,2,100.0
1982,Female,18,2.3,79.6,92.2,Master’s,Private,4,91.7
1983,Female,18,19.3,93.9,93.5,Bachelor’s,Public,3,100.0
1984,Male,16,2.8,67.8,78.6,High School,Private,1,79.5
1985,Female,17,4.6,65.0,71.5,Master’s,Public,0,69.4
1986,Female,17,2.3,60.7,59.9,Master’s,Private,2,58.4
1987,Female,18,12.2,51.9,98.8,High School,Private,2,96.9
1988,Female,18,18.8,52.2,59.2,High School,Private,2,91.2
1989,Female,17,14.0,93.5,84.7,Bachelor’s,Public,0,100.0
1990,Female,17,16.8,83.9,71.9,High School,Public,2,100.0
1991,Female,16,2.2,83.0,76.5,Bachelor’s,Public,3,85.8
1992,Female,15,11.8,80.7,63.6,Master’s,Private,3,97.1
1993,Female,18,10.3,92.5,97.9,Bachelor’s,Private,4,100.0
1994,Female,17,11.0,74.0,74.3,High School,Public,4,89.8
1995,Female,18,3.3,93.5,96.3,Bachelor’s,Private,3,100.0
1996,Male,18,14.3,68.0,40.5,Master’s,Private,0,84.1
1997,Male,17,11.1,96.3,74.4,Master’s,Public,4,100.0
1998,Female,16,15.8,84.9,83.0,High School,Private,2,100.0
1999,Female,18,10.7,62.9,84.7,Bachelor’s,Public,3,91.8
2000,Male,16,4.7,78.2,94.3,High School,Public,1,81.5
2001,Female,17,13.7,76.7,40.3,High School,Private,0,84.7
2002,Male,15,5.1,56.9,40.0,Master’s,Public,0,48.1
2003,Male,15,17.7,79.6,68.3,Bachelor’s,Private,3,100.0
2004,Male,18,13.0,65.7,41.8,High School,Public,1,77.5
2005,Male,17,4.8,52.6,98.5,Master’s,Public,0,80.6
2006,Male,16,19.3,97.4,53.3,High School,Public,4,100.0
2007,Female,18,11.3,82.1,68.4,Bachelor’s,Public,1,88.3
2008,Male,17,3.3,93.8,43.7,High School,Public,2,62.7
2009,Female,17,13.3,83.8,71.3,Bachelor’s,Public,4,100.0
2010,Female,16,6.6,67.8,62.8,Master’s,Public,1,68.8
2011,Male,18,16.5,75.6,42.7,Master’s,Private,3,91.7
2012,Male,17,16.7,83.8,60.1,High School,Public,0,92.5
2013,Female,17,19.6,98.0,63.5,Master’s,Public,4,100.0
2014,Male,17,11.0,62.7,99.4,High School,Private,3,100.0
2015,Male,16,10.2,93.7,52.5,High School,Private,1,86.7
2016,Female,18,15.6,96.2,72.7,Bachelor’s,Public,2,100.0
2017,Female,18,4.4,83.5,99.2,High School,Private,0,94.3
2018,Male,18,11.8,96.6,87.5,Bachelor’s,Public,0,100.0
2019,Female,18,11.8,69.9,99.6,High School,Public,4,100.0
2020,Male,15,3.6,97.7,98.1,Bachelor’s,Private,3,100.0
2021,Male,15,9.5,85.1,69.4,Master’s,Private,1,95.4
2022,Male,18,17.4,52.1,81.8,High School,Public,1,100.0
2023,Female,16,17.4,95.3,46.6,Bachelor’s,Private,3,99.8
2024,Female,15,3.8,74.2,66.5,High School,Public,0,64.5
2025,Female,17,3.6,73.0,88.5,Bachelor’s,Public,3,88.8
2026,Female,15,6.7,78.3,70.3,Bachelor’s,Private,1,83.8
2027,Female,17,17.7,57.5,82.2,High School,Public,3,95.9
2028,Male,18,4.3,73.5,84.7,High School,Private,0,72.9
2029,Male,15,15.0,91.6,55.2,Master’s,Private,4,100.0
2030,Male,16,3.8,50.8,92.5,Master’s,Private,0,75.8
2031,Male,15,13.2,63.6,67.6,Master’s,Public,2,81.7
2032,Female,15,8.4,50.1,52.6,High School,Public,2,71.8
2033,Male,15,16.2,70.8,91.9,Master’s,Public,3,100.0
2034,Female,18,6.2,86.4,65.1,Bachelor’s,Private,0,76.0
2035,Male,16,13.5,89.9,85.0,High School,Public,0,100.0
2036,Female,15,6.2,97.3,72.9,Bachelor’s,Private,1,89.7
2037,Female,16,14.8,80.4,62.9,Bachelor’s,Private,4,100.0
2038,Male,18,17.7,62.7,88.6,Bachelor’s,Public,0,100.0
2039,Male,17,4.3,96.2,75.1,High School,Private,3,83.8
2040,Male,15,17.6,88.8,63.4,High School,Public,1,100.0
2041,Male,16,12.7,78.7,46.6,Master’s,Private,1,79.6
2042,Female,16,4.3,84.8,93.7,Master’s,Public,3,86.4
2043,Male,18,9.7,96.2,42.1,Master’s,Private,3,88.4
2044,Male,15,4.9,85.6,91.8,Master’s,Private,0,84.6
2045,Female,17,14.6,68.4,61.6,Bachelor’s,Public,0,93.9
2046,Male,16,15.7,85.7,78.4,High School,Public,1,100.0
2047,Male,15,3.9,52.0,95.3,Master’s,Public,1,74.5
2048,Male,17,11.1,69.3,49.1,Bachelor’s,Public,4,82.4
2049,Male,16,16.7,70.3,74.0,High School,Public,1,99.4
2050,Male,16,18.9,58.3,85.9,High School,Private,3,100.0
2051,Female,17,11.2,51.2,85.5,High School,Private,3,100.0
2052,Male,17,19.1,56.7,71.5,Bachelor’s,Public,4,100.0
2053,Male,18,11.6,82.7,77.5,Master’s,Public,2,97.1
2054,Male,15,9.1,90.1,85.5,High School,Private,2,100.0
2055,Male,15,17.3,99.4,90.5,Bachelor’s,Private,3,100.0
2056,Male,18,10.9,67.3,85.7,High School,Public,2,91.9
2057,Female,16,10.5,80.0,61.2,Bachelor’s,Public,2,92.8
2058,Male,17,10.8,96.9,99.8,Master’s,Public,4,100.0
2059,Female,17,17.2,58.4,66.1,Master’s,Private,1,89.7
2060,Female,17,17.0,85.9,41.5,High School,Private,1,92.2
2061,Male,16,9.3,87.7,61.8,Master’s,Private,2,85.9
2062,Male,17,8.0,54.4,47.7,Master’s,Private,0,64.6
2063,Male,17,10.9,93.1,47.3,Bachelor’s,Public,4,91.2
2064,Male,18,12.3,90.7,56.9,Bachelor’s,Public,2,85.9
2065,Female,16,6.3,51.7,43.2,High School,Public,0,55.1
2066,Male,15,16.3,54.6,81.3,Bachelor’s,Private,0,87.7
2067,Male,18,10.8,52.5,44.4,Master’s,Private,4,63.7
2068,Male,18,8.0,66.7,52.2,Bachelor’s,Public,1,67.8
2069,Male,15,3.9,75.5,45.6,Master’s,Public,3,62.3
2070,Male,18,6.3,76.6,43.8,High School,Private,0,56.6
2071,Male,16,19.1,63.4,56.1,Master’s,Public,3,90.2
2072,Female,17,7.5,95.6,74.3,Bachelor’s,Public,3,87.2
2073,Female,16,5.0,68.4,97.9,Bachelor’s,Private,4,88.6
2074,Male,15,10.3,52.3,92.5,Bachelor’s,Public,1,91.9
2075,Male,15,7.5,65.0,92.6,Bachelor’s,Private,4,100.0
2076,Male,18,2.6,76.6,50.6,High School,Public,0,66.4
2077,Female,16,7.8,70.4,55.9,Master’s,Public,1,75.4
2078,Male,16,11.8,63.7,44.6,Bachelor’s,Public,2,76.3
2079,Female,15,11.9,56.6,86.7,Master’s,Private,1,90.8
2080,Male,16,8.4,91.0,44.2,High School,Private,4,80.8
2081,Male,15,10.1,99.8,73.4,Master’s,Private,4,100.0
2082,Male,16,19.4,66.5,54.9,Bachelor’s,Private,3,100.0
2083,Male,16,8.8,69.1,54.6,Master’s,Public,2,76.5
2084,Female,16,6.6,80.9,99.4,Bachelor’s,Private,1,88.0
2085,Female,15,6.4,85.9,85.4,Bachelor’s,Public,2,96.5
2086,Male,18,10.2,69.6,90.2,High School,Public,3,100.0
2087,Male,16,15.7,95.2,74.3,High School,Public,2,100.0
2088,Female,15,5.7,78.0,92.3,Master’s,Public,2,92.9
2089,Female,15,14.8,72.5,78.7,Master’s,Public,1,98.8
2090,Female,16,2.4,82.3,96.8,Bachelor’s,Public,2,86.4
2091,Female,16,9.5,97.6,56.9,Bachelor’s,Public,3,93.0
2092,Male,18,16.0,89.7,75.7,Bachelor’s,Private,0,100.0
2093,Female,15,8.1,52.0,81.4,Bachelor’s,Public,0,87.9
2094,Male,15,12.1,66.6,63.6,High School,Private,4,91.3
2095,Female,17,5.7,73.5,92.8,Bachelor’s,Public,0,86.7
2096,Female,15,15.4,65.7,98.8,High School,Private,1,100.0
2097,Female,18,2.9,85.0,69.6,Master’s,Public,4,84.5
2098,Female,17,17.3,91.3,63.4,Master’s,Private,0,99.1
2099,Female,17,5.6,86.6,68.3,High School,Public,0,77.5
2100,Male,17,17.7,99.5,91.2,Bachelor’s,Private,4,100.0
2101,Male,16,8.3,63.6,78.7,Master’s,Private,1,77.5
2102,Female,16,15.0,93.7,42.7,High School,Private,4,98.2
2103,Female,15,7.7,88.3,72.5,Master’s,Public,1,89.4
2104,Male,17,18.3,68.1,41.0,Bachelor’s,Public,1,83.4
2105,Female,18,4.3,86.7,86.7,High School,Private,3,92.9
2106,Female,16,5.2,55.2,59.7,Master’s,Private,0,59.7
2107,Male,18,10.9,89.5,68.3,Bachelor’s,Public,0,84.5
2108,Female,18,3.5,76.6,87.9,High School,Public,2,79.9
2109,Female,16,5.5,64.6,42.8,High School,Public,4,75.7
2110,Male,16,19.0,82.8,49.5,High School,Public,3,99.6
2111,Male,16,19.6,82.1,63.9,High School,Public,0,100.0
2112,Male,16,8.8,60.5,53.8,Master’s,Private,2,74.3
2113,Female,17,18.6,51.5,60.3,High School,Private,3,97.3
2114,Male,17,11.8,71.7,99.9,High School,Private,1,100.0
2115,Male,17,6.9,78.5,89.5,High School,Private,0,95.5
2116,Male,17,14.6,93.8,93.0,High School,Public,4,100.0
2117,Male,15,13.9,96.4,96.2,High School,Public,3,100.0
2118,Male,17,19.8,76.4,60.5,Bachelor’s,Private,2,100.0
2119,Male,16,6.8,87.7,57.8,Master’s,Public,4,87.4
2120,Female,18,14.1,72.0,54.0,Bachelor’s,Public,1,78.6
2121,Female,17,2.9,87.3,89.8,Master’s,Private,4,92.8
2122,Male,15,4.0,60.2,80.8,High School,Private,2,78.4
2123,Male,16,2.1,68.6,54.2,Master’s,Public,1,65.4
2124,Male,18,20.0,81.7,62.6,High School,Private,2,100.0
2125,Female,18,16.4,50.9,70.4,High School,Public,0,83.8
2126,Female,17,16.2,86.1,71.7,Bachelor’s,Private,2,100.0
2127,Female,18,11.2,91.8,93.3,Bachelor’s,Public,4,100.0
2128,Female,17,7.4,70.0,62.8,Bachelor’s,Private,0,77.4
2129,Female,17,4.7,72.4,94.5,Master’s,Public,0,84.4
2130,Female,16,7.1,92.6,66.5,Master’s,Public,3,88.2
2131,Female,16,8.8,88.8,84.8,Bachelor’s,Public,4,100.0
2132,Female,15,15.6,64.4,95.8,Bachelor’s,Private,4,100.0
2133,Female,16,11.7,66.2,94.5,High School,Public,1,93.9
2134,Male,16,3.4,83.9,43.4,Master’s,Public,2,63.0
2135,Male,17,2.3,78.2,52.3,High School,Private,2,72.5
2136,Male,16,3.8,58.1,68.6,Master’s,Private,4,64.4
2137,Male,17,9.4,65.5,65.9,Bachelor’s,Public,2,87.5
2138,Female,17,18.8,95.0,78.5,Master’s,Public,4,100.0
2139,Female,16,13.5,84.4,96.7,Master’s,Private,0,100.0
2140,Male,15,16.4,99.3,46.7,High School,Private,2,100.0
2141,Female,15,10.4,88.4,67.1,Bachelor’s,Public,2,89.2
2142,Male,18,8.5,97.1,51.5,Bachelor’s,Public,4,88.1
2143,Female,18,4.0,60.8,93.6,Bachelor’s,Private,4,75.9
2144,Male,16,17.8,88.6,97.9,High School,Public,1,100.0
2145,Female,15,16.1,51.0,68.7,High School,Public,2,88.5
2146,Female,17,5.0,83.5,46.2,High School,Public,3,67.9
2147,Male,18,11.2,73.5,87.1,Master’s,Private,4,100.0
2148,Female,17,10.8,67.3,81.8,Master’s,Private,3,98.3
2149,Male,18,13.3,93.1,61.3,High School,Public,0,93.5
2150,Male,16,19.0,92.7,93.2,High School,Public,0,100.0
2151,Male,15,12.4,51.1,98.5,Bachelor’s,Public,3,98.9
2152,Male,18,11.7,80.5,73.5,Master’s,Private,0,92.8
2153,Female,15,2.9,68.4,73.9,Master’s,Public,3,70.6
2154,Female,17,3.1,70.8,57.9,Bachelor’s,Private,1,70.3
2155,Female,16,5.4,91.6,75.1,Bachelor’s,Public,1,89.8
2156,Male,15,2.6,65.5,66.4,Bachelor’s,Private,0,67.3
2157,Female,16,15.4,97.2,58.1,High School,Public,3,100.0
2158,Male,15,15.0,59.0,44.0,High School,Private,3,74.9
2159,Female,17,4.4,83.1,55.2,High School,Private,3,74.5
2160,Female,17,17.0,83.6,51.9,High School,Public,0,98.9
2161,Female,16,4.8,62.6,72.5,High School,Private,3,75.2
2162,Male,17,7.4,66.2,76.1,Master’s,Public,4,86.1
2163,Female,18,6.5,91.7,76.5,Master’s,Private,3,93.0
2164,Female,15,8.7,88.1,63.3,Master’s,Public,4,92.7
2165,Male,17,6.6,66.5,65.3,Bachelor’s,Private,1,64.3
2166,Female,18,10.8,76.7,90.1,Master’s,Private,4,100.0
2167,Male,16,9.3,53.1,68.6,Bachelor’s,Public,1,77.6
2168,Female,18,19.8,60.4,99.3,Master’s,Private,0,100.0
2169,Male,16,3.0,74.3,66.4,High School,Public,1,78.4
2170,Male,16,4.6,54.3,79.0,Master’s,Public,1,69.0
2171,Female,15,3.0,92.2,43.0,High School,Public,3,77.1
2172,Male,15,13.3,85.9,79.2,High School,Private,2,100.0
2173,Male,18,3.0,97.2,91.1,Master’s,Private,1,85.2
2174,Male,15,17.1,84.7,96.5,Master’s,Private,4,100.0
2175,Male,15,11.2,97.0,99.8,High School,Public,0,100.0
2176,Male,15,11.5,77.7,56.9,Bachelor’s,Public,4,89.2
2177,Male,18,12.1,80.0,74.5,Bachelor’s,Private,0,90.5
2178,Female,17,5.1,98.8,67.0,Master’s,Public,4,88.2
2179,Male,15,5.6,82.1,73.8,High School,Private,1,83.7
2180,Male,15,7.7,51.5,49.4,Bachelor’s,Private,2,70.6
2181,Female,18,12.7,86.2,91.4,Master’s,Public,1,100.0
2182,Female,17,5.8,95.3,94.6,Master’s,Public,3,100.0
2183,Female,15,4.1,89.8,67.0,High School,Public,4,82.3
2184,Female,16,19.5,79.2,56.8,Bachelor’s,Public,2,99.7
2185,Female,18,2.4,83.6,48.5,Master’s,Private,4,65.3
2186,Female,15,16.4,99.5,81.0,Bachelor’s,Public,3,100.0
2187,Female,15,16.2,54.5,58.7,Master’s,Public,3,84.0
2188,Male,16,7.3,83.4,94.6,Master’s,Public,3,100.0
2189,Male,16,4.4,64.2,80.3,Bachelor’s,Private,1,70.2
2190,Female,18,4.6,82.0,78.7,Bachelor’s,Public,1,87.2
2191,Male,18,14.6,80.4,73.6,High School,Public,2,98.7
2192,Male,16,13.6,57.7,42.7,High School,Private,3,65.1
2193,Male,18,16.1,60.3,95.9,High School,Private,1,100.0
2194,Female,16,18.9,81.1,77.7,High School,Private,0,100.0
2195,Female,15,14.5,56.4,99.6,Bachelor’s,Public,0,100.0
2196,Male,16,4.8,63.3,72.2,High School,Private,1,78.0
2197,Female,16,6.4,91.8,82.6,Bachelor’s,Private,2,93.3
2198,Male,17,17.2,66.4,43.4,Master’s,Public,4,90.6
2199,Male,16,5.8,74.4,77.9,Bachelor’s,Public,3,85.3
2200,Male,16,3.3,97.1,85.9,High School,Private,1,82.9
2201,Male,17,14.7,61.4,86.7,Bachelor’s,Public,2,100.0
2202,Female,18,9.2,69.5,86.2,Bachelor’s,Public,4,94.0
2203,Female,17,18.6,80.3,53.6,Bachelor’s,Private,2,99.2
2204,Female,15,13.7,87.8,98.5,Bachelor’s,Public,4,100.0
2205,Male,17,3.6,95.1,99.7,Bachelor’s,Public,0,94.0
2206,Female,15,19.1,95.8,44.5,High School,Private,4,100.0
2207,Male,18,6.7,88.8,96.2,Bachelor’s,Private,0,96.5
2208,Female,17,8.1,61.4,57.4,High School,Public,3,71.4
2209,Male,17,9.2,51.2,81.4,Master’s,Private,1,79.0
2210,Male,18,2.9,69.2,60.3,Bachelor’s,Private,0,71.9
2211,Male,15,10.9,57.1,98.1,Master’s,Public,2,97.0
2212,Female,17,4.2,85.5,46.1,High School,Public,4,79.8
2213,Female,15,9.2,83.1,69.9,Bachelor’s,Public,2,84.8
2214,Female,17,8.3,52.2,65.7,Master’s,Private,0,67.1
2215,Female,16,15.9,91.8,59.6,High School,Private,2,98.9
2216,Male,17,16.5,62.4,78.7,Master’s,Public,4,100.0
2217,Female,18,4.8,71.6,47.9,Bachelor’s,Public,1,60.1
2218,Female,18,8.6,83.4,83.0,Bachelor’s,Public,2,94.4
2219,Male,15,8.7,71.5,98.8,Bachelor’s,Public,3,100.0
2220,Male,17,4.7,72.1,88.3,High School,Private,4,93.4
2221,Male,15,16.4,53.3,91.6,Master’s,Private,4,99.2
2222,Female,15,14.7,70.1,61.6,High School,Private,3,97.4
2223,Male,16,5.4,88.2,59.5,Master’s,Private,0,79.5
2224,Male,16,8.6,95.8,71.0,High School,Private,3,90.6
2225,Male,18,3.9,70.7,42.7,Bachelor’s,Private,0,53.5
2226,Female,15,13.3,71.2,96.7,Master’s,Public,1,100.0
2227,Male,18,4.2,85.1,48.6,Master’s,Private,0,63.6
2228,Female,17,19.7,97.1,94.2,Master’s,Private,1,100.0
2229,Female,15,16.1,63.4,45.0,High School,Private,1,81.5
2230,Male,15,9.0,72.0,89.4,Bachelor’s,Private,3,90.0
2231,Male,17,12.4,89.8,49.1,Master’s,Public,1,81.2
2232,Female,17,18.4,80.5,42.3,High School,Public,0,82.7
2233,Male,18,12.0,55.5,83.2,Master’s,Private,2,90.3
2234,Male,18,5.1,81.4,56.8,Bachelor’s,Public,4,76.9
2235,Female,17,8.8,59.3,82.9,Master’s,Public,4,91.3
2236,Female,18,17.2,75.5,73.3,Bachelor’s,Public,0,100.0
2237,Male,17,13.6,76.5,46.5,High School,Public,2,84.1
2238,Female,15,13.7,93.8,95.9,High School,Private,1,100.0
2239,Male,15,17.6,73.1,67.1,Bachelor’s,Private,0,94.3
2240,Male,16,18.1,64.0,84.1,Bachelor’s,Private,1,98.0
2241,Male,15,18.6,61.5,70.1,High School,Private,3,100.0
2242,Female,17,3.7,93.7,76.3,Bachelor’s,Private,2,89.7
2243,Male,18,11.8,58.6,58.2,Bachelor’s,Public,4,83.4
2244,Male,16,15.3,71.3,52.0,Master’s,Private,0,88.5
2245,Male,18,15.6,59.4,72.6,High School,Private,4,85.7
2246,Female,17,12.9,88.7,66.4,High School,Public,1,93.6
2247,Female,15,5.0,73.7,63.4,Bachelor’s,Public,1,78.3
2248,Female,16,16.4,67.6,80.4,Bachelor’s,Private,3,100.0
2249,Female,17,15.0,68.1,81.4,Bachelor’s,Public,1,100.0
2250,Female,16,3.6,92.6,42.8,High School,Private,1,80.2
2251,Male,16,10.3,77.7,60.3,Master’s,Public,4,92.9
2252,Female,15,5.1,85.9,64.7,High School,Private,4,81.1
2253,Female,17,8.1,94.9,45.8,Master’s,Private,0,68.2
2254,Female,18,2.3,95.1,54.2,Bachelor’s,Private,0,73.3
2255,Male,16,9.2,66.4,43.1,High School,Private,1,57.9
2256,Female,16,11.9,97.6,99.8,Master’s,Public,2,100.0
2257,Female,18,13.2,51.2,84.2,High School,Private,0,85.3
2258,Male,17,13.9,68.8,45.2,Master’s,Private,1,78.8
2259,Female,16,17.1,94.8,41.2,Master’s,Private,4,100.0
2260,Male,16,5.9,63.7,83.2,High School,Private,3,79.1
2261,Male,16,4.2,63.7,66.4,Bachelor’s,Public,4,78.3
2262,Male,17,17.3,65.1,87.2,High School,Public,4,100.0
2263,Male,17,4.8,80.6,95.4,Bachelor’s,Private,3,92.8
2264,Male,18,19.5,71.9,76.0,Master’s,Private,4,100.0
2265,Female,17,17.2,86.3,51.2,Master’s,Public,0,91.1
2266,Male,17,11.0,94.7,86.9,High School,Private,4,100.0
2267,Male,15,19.7,83.7,97.3,High School,Private,3,100.0
2268,Female,18,3.8,60.2,74.8,Bachelor’s,Public,1,71.9
2269,Male,16,7.5,96.6,80.9,Bachelor’s,Public,1,97.6
2270,Female,17,13.5,63.2,60.2,High School,Public,1,93.1
2271,Female,16,8.3,57.5,62.9,Bachelor’s,Private,3,78.9
2272,Female,16,18.7,54.5,84.1,Bachelor’s,Private,3,100.0
2273,Male,15,3.2,78.2,95.7,High School,Private,0,86.0
2274,Male,17,11.9,55.7,77.7,High School,Private,3,97.0
2275,Male,18,12.6,56.9,87.4,Master’s,Public,1,92.9
2276,Female,17,13.7,65.0,50.3,Master’s,Public,3,77.3
2277,Male,16,6.6,64.1,52.7,High School,Public,2,72.4
2278,Male,18,8.6,80.2,71.9,Master’s,Public,4,91.0
2279,Male,17,17.2,90.8,50.6,Bachelor’s,Private,0,100.0
2280,Female,16,5.5,88.1,78.1,High School,Private,1,89.6
2281,Female,16,16.9,63.1,57.5,Master’s,Public,1,94.0
2282,Male,15,12.1,62.3,87.5,High School,Private,2,88.0
2283,Male,15,15.7,98.3,88.5,Master’s,Public,0,100.0
2284,Male,15,14.8,50.4,67.8,High School,Public,4,89.3
2285,Male,16,5.7,94.0,50.8,Bachelor’s,Private,0,70.5
2286,Female,17,12.2,60.0,78.8,Master’s,Private,0,94.8
2287,Female,15,17.6,97.4,99.6,High School,Private,1,100.0
2288,Female,17,9.8,67.1,77.4,Bachelor’s,Private,3,91.4
2289,Female,15,19.4,72.0,42.1,Master’s,Private,4,91.6
2290,Male,18,10.1,85.4,41.0,Master’s,Private,0,76.2
2291,Male,18,4.6,79.4,59.2,High School,Private,2,72.2
2292,Male,15,9.0,65.9,51.7,Bachelor’s,Private,1,70.8
2293,Female,16,19.1,77.7,88.8,High School,Public,3,100.0
2294,Male,15,7.8,86.5,90.7,Master’s,Public,3,95.3
2295,Female,15,17.6,52.1,55.5,High School,Private,1,90.4
2296,Female,16,17.9,50.6,59.5,High School,Private,0,89.1
2297,Male,18,8.3,72.9,54.2,Bachelor’s,Public,1,69.4
2298,Male,17,3.5,56.6,94.5,Bachelor’s,Public,3,88.4
2299,Male,15,15.0,83.2,70.2,Master’s,Public,3,100.0
2300,Female,16,7.6,60.7,79.4,Bachelor’s,Public,2,82.7
2301,Male,15,16.1,71.6,64.9,High School,Private,2,89.2
2302,Female,16,10.0,59.9,77.9,Master’s,Public,3,84.2
2303,Male,17,10.7,77.4,63.2,Bachelor’s,Public,2,77.5
2304,Female,17,16.0,55.8,60.4,High School,Public,2,88.4
2305,Female,18,8.9,51.2,78.1,High School,Public,2,84.6
2306,Male,16,10.0,52.6,75.5,Master’s,Private,3,79.7
2307,Female,16,8.8,97.7,57.6,Master’s,Public,0,85.5
2308,Female,18,8.6,57.1,49.0,Bachelor’s,Private,0,69.5
2309,Male,18,11.5,85.4,62.1,Bachelor’s,Private,4,91.1
2310,Female,16,16.6,53.4,64.9,Bachelor’s,Private,2,92.8
2311,Male,18,8.5,55.4,77.7,Bachelor’s,Private,0,88.5
2312,Female,17,11.4,75.4,94.9,Master’s,Private,4,100.0
2313,Male,15,14.1,73.2,42.2,High School,Public,1,74.9
2314,Male,17,6.8,97.6,54.6,High School,Private,2,82.8
2315,Female,18,7.0,97.2,51.6,Bachelor’s,Public,0,82.3
2316,Female,16,18.8,89.0,70.1,Master’s,Public,0,100.0
2317,Female,16,15.0,80.1,65.8,Bachelor’s,Private,0,89.6
2318,Female,17,12.4,72.7,83.7,Bachelor’s,Private,4,100.0
2319,Female,16,13.7,67.8,54.5,Master’s,Public,1,82.2
2320,Male,18,2.5,97.4,75.7,High School,Private,2,82.5
2321,Female,17,13.1,80.1,93.0,High School,Private,0,100.0
2322,Male,16,11.2,79.0,94.6,Bachelor’s,Private,3,100.0
2323,Male,15,11.8,61.6,97.5,Master’s,Public,2,96.3
2324,Female,15,8.5,52.3,86.4,High School,Public,3,87.9
2325,Male,18,3.5,97.3,94.4,High School,Private,4,98.7
2326,Male,16,5.5,65.7,54.1,Master’s,Private,0,67.4
2327,Male,18,19.1,72.1,51.9,Master’s,Private,2,96.5
2328,Male,17,9.4,55.7,40.4,High School,Public,2,61.4
2329,Female,15,10.4,91.8,82.4,Bachelor’s,Private,0,95.6
2330,Male,17,2.9,51.4,96.2,Bachelor’s,Private,1,78.3
2331,Female,16,2.7,91.7,51.2,High School,Private,4,74.3
2332,Female,18,14.9,57.0,78.2,Bachelor’s,Private,0,94.8
2333,Male,18,11.7,94.3,84.8,Bachelor’s,Public,2,98.5
2334,Female,18,11.2,86.5,95.7,Master’s,Private,1,100.0
2335,Female,17,6.4,58.2,78.8,Master’s,Private,2,85.6
2336,Female,15,15.4,78.3,98.2,Master’s,Public,3,100.0
2337,Male,17,5.0,65.6,60.7,Bachelor’s,Private,2,72.9
2338,Female,17,5.4,58.9,61.0,Master’s,Private,4,75.7
2339,Female,16,10.3,93.0,72.6,Master’s,Public,0,93.2
2340,Female,16,7.2,70.2,63.0,High School,Private,2,78.1
2341,Male,16,6.5,69.9,40.1,Master’s,Public,3,67.9
2342,Female,15,13.6,58.5,83.9,High School,Private,3,94.4
2343,Male,15,13.7,69.2,85.1,Bachelor’s,Private,0,98.3
2344,Male,16,16.8,93.6,84.8,Master’s,Private,3,100.0
2345,Male,16,9.5,68.2,60.7,High School,Public,0,73.5
2346,Male,15,3.3,97.6,71.3,High School,Private,4,94.6
2347,Male,18,6.9,97.3,61.6,High School,Public,0,85.5
2348,Male,15,19.6,57.2,41.0,Bachelor’s,Public,1,80.1
2349,Female,15,12.7,58.9,73.7,Master’s,Public,3,84.1
2350,Male,15,14.8,93.1,47.4,Bachelor’s,Public,3,100.0
2351,Female,16,2.1,69.6,44.8,High School,Public,2,53.9
